Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Senior_Type,Chrome 120.0.0.0,,,2023-12-22 14:43:21,2023-12-22 15:08:09,24m - 47.630s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC01_CreateProfile_Type,Chrome 120.0.0.0,,,2023-12-22 14:43:21,2023-12-22 14:45:17,1m - 55.950s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Senior_SignUp""), [""username"":UserName, ""email"":Email, ""zipcode"":ZipCode, ""password"":Password], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-22 14:43:22,2023-12-22 14:43:29,7.091s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Expectations_From_Companion""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:43:29,2023-12-22 14:43:35,6.568s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:43:35,2023-12-22 14:43:35,0.035s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:43:35,2023-12-22 14:43:35,0.033s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 120.0.0.0,,,2023-12-22 14:43:35,2023-12-22 14:44:17,42.047s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 120.0.0.0,,,2023-12-22 14:44:17,2023-12-22 14:44:17,0.111s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 120.0.0.0,,,2023-12-22 14:44:17,2023-12-22 14:44:18,0.454s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:44:18,2023-12-22 14:44:18,0.088s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 120.0.0.0,,,2023-12-22 14:44:18,2023-12-22 14:44:18,0.098s,PASSED
delay(20),Chrome 120.0.0.0,,,2023-12-22 14:44:18,2023-12-22 14:44:38,20.024s,PASSED
"waitForElementNotPresent(findTestObject(""WaitingPage/Waiting_Page/txt_1-2 minutes""), 180)",Chrome 120.0.0.0,,,2023-12-22 14:44:38,2023-12-22 14:44:50,11.417s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.112s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.131s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.069s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.005s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.073s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.007s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.069s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.006s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Next""), 65)",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:50,0.082s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Next""))",Chrome 120.0.0.0,,,2023-12-22 14:44:50,2023-12-22 14:44:52,2.297s,PASSED
"waitForElementNotPresent(findTestObject(""WaitingPage/Waiting_Page/Clock_categoryToCalender""), 10)",Chrome 120.0.0.0,,,2023-12-22 14:44:52,2023-12-22 14:44:54,1.669s,PASSED
"scrollToElement(findTestObject(""Calendar_page/Input_Start_Date""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:44:54,2023-12-22 14:44:54,0.108s,PASSED
"click(findTestObject(""Calendar_page/Input_Start_Date""))",Chrome 120.0.0.0,,,2023-12-22 14:44:54,2023-12-22 14:44:54,0.106s,PASSED
delay(3),Chrome 120.0.0.0,,,2023-12-22 14:44:54,2023-12-22 14:44:57,3.017s,PASSED
"click(findTestObject(""Calendar_page/startDate/div_27""))",Chrome 120.0.0.0,,,2023-12-22 14:44:57,2023-12-22 14:44:57,0.121s,PASSED
delay(3),Chrome 120.0.0.0,,,2023-12-22 14:44:57,2023-12-22 14:45:00,3.020s,PASSED
"click(findTestObject(""Calendar_page/Input_Busy_Days""))",Chrome 120.0.0.0,,,2023-12-22 14:45:00,2023-12-22 14:45:01,0.114s,PASSED
"click(findTestObject(""Calendar_page/busyDates/div_3""))",Chrome 120.0.0.0,,,2023-12-22 14:45:01,2023-12-22 14:45:01,0.092s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:01,2023-12-22 14:45:03,2.011s,PASSED
"click(findTestObject(""Calendar_page/busyDates/div_6""))",Chrome 120.0.0.0,,,2023-12-22 14:45:03,2023-12-22 14:45:03,0.147s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:03,2023-12-22 14:45:05,2.017s,PASSED
"click(findTestObject(""Calendar_page/div_day_Column""))",Chrome 120.0.0.0,,,2023-12-22 14:45:05,2023-12-22 14:45:05,0.107s,PASSED
"selectOptionByLabel(findTestObject(""Calendar_page/Select_Available_From""), ""01:30 PM"", false)",Chrome 120.0.0.0,,,2023-12-22 14:45:05,2023-12-22 14:45:05,0.165s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:05,2023-12-22 14:45:07,2.011s,PASSED
"selectOptionByLabel(findTestObject(""Calendar_page/Select_Available_To""), ""04:30 PM"", false)",Chrome 120.0.0.0,,,2023-12-22 14:45:07,2023-12-22 14:45:07,0.117s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:07,2023-12-22 14:45:09,2.011s,PASSED
"click(findTestObject(""Calendar_page/button_Save""))",Chrome 120.0.0.0,,,2023-12-22 14:45:09,2023-12-22 14:45:09,0.105s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:09,2023-12-22 14:45:11,2.014s,PASSED
"click(findTestObject(""Calendar_page/button_Next""))",Chrome 120.0.0.0,,,2023-12-22 14:45:11,2023-12-22 14:45:11,0.109s,PASSED
delay(3),Chrome 120.0.0.0,,,2023-12-22 14:45:11,2023-12-22 14:45:14,3.019s,PASSED
"click(findTestObject(""Calendar_page/button_SaveCalendarPage""))",Chrome 120.0.0.0,,,2023-12-22 14:45:14,2023-12-22 14:45:15,0.103s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:45:15,2023-12-22 14:45:15,0.070s,PASSED
delay(2),Chrome 120.0.0.0,,,2023-12-22 14:45:15,2023-12-22 14:45:17,2.015s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,2023-12-22 14:45:17,2023-12-22 14:45:17,0.470s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC01_CreateProfile_Type,Chrome 120.0.0.0,,,2023-12-22 14:45:17,2023-12-22 14:47:03,1m - 45.435s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Senior_SignUp""), [""username"":UserName, ""email"":Email, ""zipcode"":ZipCode, ""password"":Password], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2023-12-22 14:45:17,2023-12-22 14:45:25,7.480s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Expectations_From_Companion""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:45:25,2023-12-22 14:45:30,4.721s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:45:30,2023-12-22 14:45:30,0.030s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 0)",Chrome 120.0.0.0,,,2023-12-22 14:45:30,2023-12-22 14:45:30,0.028s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 120.0.0.0,,,2023-12-22 14:45:30,2023-12-22 14:46:13,43.622s,PASSED
