Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Senior_Type,Chrome 121.0.0.0,,,08-02-2024 15:31:11,08-02-2024 15:35:31,4m - 20.676s,PASSED
,,,,,,,
Test Cases/Senior_TestCases/TC01_CreateProfile_Type,Chrome 121.0.0.0,,,08-02-2024 15:31:11,08-02-2024 15:33:20,2m - 8.345s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Senior_SignUp""), [""username"":UserName, ""email"":Email, ""zipcode"":ZipCode, ""password"":Password], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,08-02-2024 15:31:12,08-02-2024 15:31:20,7.908s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Expectations_From_Companion""), 0)",Chrome 121.0.0.0,,,08-02-2024 15:31:20,08-02-2024 15:31:25,5.408s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 0)",Chrome 121.0.0.0,,,08-02-2024 15:31:25,08-02-2024 15:31:25,0.072s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 0)",Chrome 121.0.0.0,,,08-02-2024 15:31:25,08-02-2024 15:31:25,0.073s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 121.0.0.0,,,08-02-2024 15:31:25,08-02-2024 15:32:14,48.851s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 121.0.0.0,,,08-02-2024 15:32:14,08-02-2024 15:32:14,0.098s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 121.0.0.0,,,08-02-2024 15:32:14,08-02-2024 15:32:15,0.587s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 121.0.0.0,,,08-02-2024 15:32:15,08-02-2024 15:32:15,0.077s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 121.0.0.0,,,08-02-2024 15:32:15,08-02-2024 15:32:15,0.121s,PASSED
delay(20),Chrome 121.0.0.0,,,08-02-2024 15:32:15,08-02-2024 15:32:35,20.024s,PASSED
"waitForElementNotPresent(findTestObject(""WaitingPage/Waiting_Page/txt_1-2 minutes""), 180)",Chrome 121.0.0.0,,,08-02-2024 15:32:35,08-02-2024 15:32:47,12.226s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.073s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.092s,PASSED
"FamilyAndCommunity = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Family_And_Community_Involvement""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.068s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""FAMILYANDCOMMUNITY"", FamilyAndCommunity, FamilyAndCommunityNew)",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.005s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.061s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 121.0.0.0,,,08-02-2024 15:32:47,08-02-2024 15:32:47,0.005s,PASSED
