Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Senior_Type,Chrome 122.0.0.0,,,28-02-2024 13:19:49,28-02-2024 13:23:51,4m - 2.211s,PASSED
,,,,,,,
Test Cases/End_To_End_TestCases/Senior_Full_Flow/CreateProfile_Type,Chrome 122.0.0.0,,,28-02-2024 13:19:49,28-02-2024 13:21:59,2m - 9.959s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Senior_SignUp""), [""username"":UserName, ""email"":Email, ""zipcode"":ZipCode, ""password"":Password], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,28-02-2024 13:19:50,28-02-2024 13:20:00,10.574s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Expectations_From_Companion""), 0)",Chrome 122.0.0.0,,,28-02-2024 13:20:00,28-02-2024 13:20:10,9.835s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 0)",Chrome 122.0.0.0,,,28-02-2024 13:20:10,28-02-2024 13:20:10,0.058s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 0)",Chrome 122.0.0.0,,,28-02-2024 13:20:10,28-02-2024 13:20:10,0.061s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 122.0.0.0,,,28-02-2024 13:20:10,28-02-2024 13:21:00,49.920s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 122.0.0.0,,,28-02-2024 13:21:00,28-02-2024 13:21:00,0.083s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 122.0.0.0,,,28-02-2024 13:21:00,28-02-2024 13:21:01,0.525s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 122.0.0.0,,,28-02-2024 13:21:01,28-02-2024 13:21:01,0.103s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 122.0.0.0,,,28-02-2024 13:21:01,28-02-2024 13:21:01,0.134s,PASSED
delay(20),Chrome 122.0.0.0,,,28-02-2024 13:21:01,28-02-2024 13:21:21,20.037s,PASSED
"waitForElementNotPresent(findTestObject(""WaitingPage/Waiting_Page/txt_1-2 minutes""), 180)",Chrome 122.0.0.0,,,28-02-2024 13:21:21,28-02-2024 13:21:28,6.664s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.115s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.114s,PASSED
"FamilyAndCommunity = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Family_And_Community_Involvement""), ""value"")",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.068s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""FAMILYANDCOMMUNITY"", FamilyAndCommunity, FamilyAndCommunityNew)",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.005s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.069s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 122.0.0.0,,,28-02-2024 13:21:28,28-02-2024 13:21:28,0.005s,PASSED
