Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Companion_Type,Chrome 121.0.0.0,,,08-02-2024 16:19:49,08-02-2024 16:24:24,4m - 35.269s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC06_CreateProfile_Type,Chrome 121.0.0.0,,,08-02-2024 16:19:50,08-02-2024 16:22:10,2m - 20.319s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Companion_SignUp""), [""username"":UserName, ""zipcode"":ZipCode, ""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,08-02-2024 16:19:50,08-02-2024 16:19:59,8.495s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Expectations_From_Senior""), 0)",Chrome 121.0.0.0,,,08-02-2024 16:19:59,08-02-2024 16:20:04,5.293s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 0)",Chrome 121.0.0.0,,,08-02-2024 16:20:04,08-02-2024 16:20:04,0.061s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 0)",Chrome 121.0.0.0,,,08-02-2024 16:20:04,08-02-2024 16:20:04,0.057s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""), 65)",Chrome 121.0.0.0,,,08-02-2024 16:20:04,08-02-2024 16:20:50,46.325s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 121.0.0.0,,,08-02-2024 16:20:50,08-02-2024 16:20:50,0.098s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), Profile)",Chrome 121.0.0.0,,,08-02-2024 16:20:50,08-02-2024 16:20:51,0.569s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""), 0)",Chrome 121.0.0.0,,,08-02-2024 16:20:51,08-02-2024 16:20:51,0.072s,PASSED
"click(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/button_Next""))",Chrome 121.0.0.0,,,08-02-2024 16:20:51,08-02-2024 16:20:51,0.101s,PASSED
delay(45),Chrome 121.0.0.0,,,08-02-2024 16:20:51,08-02-2024 16:21:36,45.029s,PASSED
"Education = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Educational_Info""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 16:21:36,08-02-2024 16:21:36,0.081s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EDUCATION"", Education, EducationNew)",Chrome 121.0.0.0,,,08-02-2024 16:21:36,08-02-2024 16:21:36,0.122s,PASSED
"FamilyAndCommunity = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Family_And_Community_Involvement""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 16:21:36,08-02-2024 16:21:36,0.065s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""FAMILYANDCOMMUNITY"", FamilyAndCommunity, FamilyAndCommunityNew)",Chrome 121.0.0.0,,,08-02-2024 16:21:36,08-02-2024 16:21:36,0.003s,PASSED
"Hobbies = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Hobbies""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 16:21:36,08-02-2024 16:21:37,0.065s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""HOBBIES"", Hobbies, HobbiesNew)",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.006s,PASSED
"Expectations = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_expectation""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.076s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""EXPECTATIONS"", Expectations, ExpectationsNew)",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.003s,PASSED
"Others = getAttribute(findTestObject(""Category_View_Page/Category_View_Page_Objects/Input_Edit_Appropriate_Health""), ""value"")",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.076s,PASSED
"validateText.ValidateText.calculateAndPrintPercentageMatch(""OTHERS"", Others, OtherNew)",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.006s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Next""), 65)",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:37,0.059s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Next""))",Chrome 121.0.0.0,,,08-02-2024 16:21:37,08-02-2024 16:21:39,2.287s,PASSED
