Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Companion_Speak,Chrome 121.0.0.0,,,08-02-2024 16:27:44,08-02-2024 16:32:53,5m - 9.081s,PASSED
,,,,,,,
Test Cases/Companion_TestCases/TC08_CreateProfile_Speak,Chrome 121.0.0.0,,,08-02-2024 16:27:44,08-02-2024 16:30:22,2m - 37.431s,PASSED
"callTestCase(findTestCase(""Common_TestCases/Companion_SignUp""), [""username"":UserName, ""zipcode"":ZipCode, ""email"":Email, ""password"":Password], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,08-02-2024 16:27:45,08-02-2024 16:27:54,8.664s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_Select the button of your choice to create your profile""), 10)",Chrome 121.0.0.0,,,08-02-2024 16:27:54,08-02-2024 16:27:59,5.205s,PASSED
"verifyElementPresent(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Text_We are excited""), 10)",Chrome 121.0.0.0,,,08-02-2024 16:27:59,08-02-2024 16:27:59,0.056s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Click_Record""), 67)",Chrome 121.0.0.0,,,08-02-2024 16:27:59,08-02-2024 16:28:45,46.314s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Click_Record""))",Chrome 121.0.0.0,,,08-02-2024 16:28:45,08-02-2024 16:28:45,0.113s,PASSED
try,Chrome 121.0.0.0,,,08-02-2024 16:28:45,08-02-2024 16:29:03,17.300s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Stop""))",Chrome 121.0.0.0,,,08-02-2024 16:29:03,08-02-2024 16:29:03,0.086s,PASSED
"scrollToElement(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""), 0)",Chrome 121.0.0.0,,,08-02-2024 16:29:03,08-02-2024 16:29:03,0.078s,PASSED
"waitForElementClickable(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""), 60)",Chrome 121.0.0.0,,,08-02-2024 16:29:03,08-02-2024 16:29:18,15.393s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""))",Chrome 121.0.0.0,,,08-02-2024 16:29:18,08-02-2024 16:29:18,0.078s,PASSED
